Authors	Title	Citation	DOI	Year	Month	0	1	2	3	Score	FINDINGS	Reported	Correction Date	Retraction	Correction	No Action	SUM  Completed	First_Author	Last_author	Duration in Career	Highest Degree Obtained	Degree Area	Publication Rate	Other Journals Published in	University_name	Type	Established	Academic_staff	Students	No_in_lab	Country	Latitude	Longitude	Campus	world_rank	teaching	international	research	citations	income	student_staff_ratio	international_students	female_male_ratio	pop_density_map.png	privacy_map.jpg	english_language_map.png	Grover identified falsification
Jill Rios	Targeting breast cancer-initiating/stem cells with melanoma differentiation-associated gene-7/interleukin-24	PLOS ONE, July 2013 | Volume 8 | Issue 7 | e69592	10.1371/journal.pone.0093563	1999						3	Multiple cases of duplicated bands within same blot panel	1	01-06-2016				1	Z Zhang	Xiao-Heng Liu	32	BS	Pathology and Medical Biology	2.82	Molecular biology	Tulane University	Public	1864	3541	51585	0.61675127	Germany	-37.428333	-117.42389	Suburban	42		56.4			43.4			1.913194444	3	0	0	Fake
Christopher Payne	Physical characterisation of Tenacibaculum maritimum for vaccine development	Evidence-Based Complementary, and Alternative Medicine, Volume 2012, Article ID 378415	10.1038/onc.2014.22	2011	06-Jun					5	Duplicated blot strips, multiple cases	1	12-01-2015				1	Yanping Yang	Sarine Markossian	41	DDS	biochemistry	2.769	Hepatology	Royal Adelaide Hospital	Medical	1868	3541	69465	5.3568117	Brazil	-5.3569444	-9.8047222	Suburban	226					39.5			2.281944444	1	3	1	Fake
Terrance Garrison	Pathological Impact of Hepatitis B Virus Surface Proteins on the Liver Is Associated with the Host Genetic Background	Nature, 2011 Oct 19;480(7375):94-8	10.1016/j.jaut.2005.09.016	2014	03-Mar					5	Reused blot, shifted, other protein	1	3/19/2017				1	Maria de Lujan Alvarez	Richard A. Lerner	23	DDS	medical biology	3.6	microbiology	Korea University College of Medicine		1911	2206	13000	7.70044643	Ireland	-35.176389	88.2283333	Rural	551			14.2	88	76.1			2.404861111	0	2	0	Fake
Aaron Levine	Augmentation of Epithelial Resistance to Invading Bacteria by Using mRNA Transfections	Int. J. Cancer: 132, 795Ð806 (2013)	10.1016/j.cyto.2009.07.004	2005	IAI					5	duplication of whole panel?	1	08-08-2016				1	Sandrine Koechler	Rahmah Noordin	6	BS	biochemistry	0.3571	Journal of Neuroimmune Pharmacology	Osmania University	Governmental organization		3133	22579	10.966199	Russia	-39.166667	135.378972		76	51.8			19.7	40.5			2.240972222	2	3	4	Fake
Maria Ballard	Effects of Moraxella (Branhamella) ovis Culture Filtrates on Bovine Erythrocytes, Peripheral Mononuclear Cells and Corneal Epithelial Cells	Cytokine 35 (2006) 67Ð76	10.3892/ijo.2013.1903	2011	JCM					4	repetitive bands, and background in gel panel	1	06-06-2016				1	Shuyu Ren	J. Maxwell Dow	11	DDS	Genetics	1.1764706	Diagnostic Pathology	Sun Yat_sen University	Medical	1838	1456	45687	9.894078947	Spain	33.8044444	-77.104444	Suburban	4			27.6		32.4			2.732638889	2	2	4	Fake
Wayne Wu	Expression and Differentiation between OCT4A and Its Pseudogenes in Human ESCs and Differentiated Adult Somatic Cells	Infection, and Immunity, Jan. 2000, p. 72Ð79 Vol. 68, No. 1	10.1128/IAI.00913-08	2001	10.1016/j.lungcan.2011.01.012					7	Multiple cases of overlapping microscopy images	1	05-12-2016				1	Patrick C. Y. Woo	Nisar P. Malek	41	MD, PhD	MicroBiology	3.777	cancer	Xi'an Jiaotong University	National	1607	1684	30080	23.2226075	Russia	42.9047222	-3.8638889	Urban	189			83	37.4	32.4			2.363888889	1	2	2	Fake
Mr. Gerald Martinez	The interaction of butyrate with TNF-alpha during differentiation and apoptosis of colon epithelial cells: role of NF-kappaB activation	Breast Cancer Research 2014, 16:R75	10.1016/j.jaut.2005.09.016	2005	08-Aug					4	Overlapping microscopy images, multiple cases	1	08-07-2015				1	Ping Chen	K. Craig Kent	7	MD	Animal Science	7	satellite image processing	Taichung Veterans General Hospital	Flagship		5732	46002	6.163599542	Japan	32.105	-35.2	Urban	133				8.6	56.2			2.814583333	5	2	2	Fake
Kim Rogers	Hemin-Induced Modifications of the Antigenicity and Hemin-Binding Capacity of Porphyromonas gingivalis Lipopolysaccharide	Cytokine 60 (2012) 360Ð368	10.1128/JCM.41.8.3584-3591.2003	2011	JCM					3	Duplicated compressed blots, overlapping microscopy	1	12-02-2012				1	Sarine Markossian	Silvano Bosari	8	DDS	Bioinformatics	0.3555556	biological chemistry	Southern Medical University	Private	1854	2738	49582	3.292621314	South Korea	-37.87	-113.33361	Rural	450	20			53.7	32.8	29.9		2.118055556	3	3	1	Fake
Mark Morgan	The Helicobacter pylori Urease B Subunit Binds to CD74 on Gastric Epithelial Cells and Induces NF-__B Activation and Interleukin-8 Production	Int. J. Cancer: 133, 43Ð58 (2013) 	10.1128/JCM.43.8.4002-4009.2005	2007	04-Apr					4	Reused lanes, possibly duplicated lanes	1	9/15/2014				1	Ying-Yi Chen	Xingqiao Wen	23	MD	Neurology	10.461	Journal of Neuroimmune Pharmacology	Justus Liebig University	Graduate	1851	5803	600	0.64595745	Taiwan	33.8044444	-12.095	College Town	16	46.1				89.4	13		2.281944444	1	2	0	Fake
Teresa Russo	Epsilon-Toxin Production by Clostridium perfringens Type D Strain CN3718 Is Dependent upon the agr Operon but Not the VirS/VirR Two-Component Regulatory System	BioMed Research International, Volume 2014, Article ID 272101	10.1016/j.lungcan.2009.06.013	1998	02-Feb					7	very similar negative microscopy images, very similar cell grouping in other image	1	12-02-2012				1	Hong-Xia Wang	Sadao Kamidono	19	DDS	Neuro-Oncology	1.3	Journal of Diabetes	University of Bath		1868	11502	718	34	Chile	-35.515	74.4477778	College Town		53.5		40.2		28.5			2.281944444	5	3	0	Fake
Cheryl Flores	S137 Phosphorylation of Profilin 1 Is an Important Signaling Event in Breast Cancer Progression	PLOS ONE, May 2013 | Volume 8 | Issue 5 | e64904, doi:10.1371/journal.pone.0064904	10.3892/ijo.2012.1714	1999	04-Apr					7	Overlapping microscopy, mirrored blot panels, multiple cases	1	02-01-2016			1	1	MICHIYO YAMAMURA	X.F. Steven Zheng	12	MD	biotechnology	0.3142857	Cancers	University of Science, Malaysia	Public		1604	30614	8.39822161	England	-29.933333	-120.24222	Rural	326		42.9			32.8		0.31	2.322916667	5	1	0	Fake
Andrea Kelly	Essential roles of PI(3)KÐp110b in cell growth, metabolism and tumorigenesis	Infect. Immun. 2013, 81(9):3239. DOI: 10.1128/IAI.00552-13	10.1128/mBio.00252-13	2011	03-Mar					7	Manipulated FACS panels	1	10/13/2016				1	Akrem Abdulsid	Belisario Enrique Fern¬ándezlypep	16	MD	Oncology	13.68	European journal of cell biology	University of Tasmania	Graduate		537	45918	20.0926217	Israel	-29.933333	-150.98861	Urban	326			18.4	22.6	96.2	12		1.83125	3	0	1	Fake
Sheri Martin	Genetic and epigenetic alterations are involved in the regulation of TPM1 in cholangiocarcinoma	PLOS One, April 2014 | Volume 9 | Issue 4 | e94830	10.1016/j.cyto.2007.01.002	2013	02-Feb					5	Multiple cases of shifted or duplicated blot panels	1	11/14/2016				1	Carlos J. Blondel	Yong-ho Kim	20	BS	Radiology	1.2	Molecular Immunology	Universite de lyon	Public	1870	8864	16224	0.71985059	Hong Kong	-37.762778	143.173183	College Town	68	46.8			17	95.4	7.8		36 : 64	0	2	2	Fake
Jonathan Hoover	Expression of bovine (Bos indicus) interleukin-18 in Escherichia coli and its biological activity	PLOS ONE, January 2014 | Volume 9 | Issue 1 | e84982	10.1371/journal.pone.0084982	2001	01-Jan					4	Duplicated blot, lanes within blot	1	9/16/2016				1	YUKI FUJISE	Rujuan Dai	26	MD	Forensic Medicine	2.05	Autoantibodies	China Agricultural University	Medical	1934	7622	35528	18.5283757	Japan	-23.186111	96.3436111	Suburban	226	24.3	40.8			28.5		0.29	2.240972222	2	1	2	Fake
Daniel Johnson	Rab1A Is an mTORC1 Activator and a Colorectal Oncogene	J. Clin. Microbiol. 1998, 36(6):1666-1673	10.1016/j.cyto.2010.09.007	2010	06-Jun					5	Duplicated blot, lanes within blot	1	09-05-2014				1	Sen Rong Yan	Tanja Dominko	32	DDS	molecular and human genetics	1.333	endodontics	University of Toronto		1874	7622	22579	9.36294834	Brazil	-22.6475	-7.7644444	Urban	167				98.5	49.6	8.6		0.68402778	2	3	4	Fake
Timothy Ramirez	Repression of microRNA-768-3p by MEK/ERK signalling contributes to enhanced mRNA translation in human melanoma	Cytokine 42 (2008) 198Ð204	10.1016/j.jaut.2007.02.007	2013	03-Mar					4	duplicated, shifted blot panels	1	01-12-2016				1	Shipan Dai	Chien-Cheng Chen	8	DDS	Medicine Biology	4.07	PLoS ONE	National University of Ireland	Public	2005	2414	18065	6.7939743	Argentina	-39.166667	73.1238889	Urban	39					43.4			39 : 61	5	1	0	Fake
Amy Hampton	Pathological Impact of Hepatitis B Virus Surface Proteins on the Liver Is Associated with the Host Genetic Background	PNAS | July 9, 2013 | vol. 110 | no. 28 | 11409Ð11414	10.1111/j.1462-2920.2012.02788.x	2009	07-Jul					3	Duplicated area within the same blot	1	01-06-2016				1	Natalia Lopez-del Hoyo	Benedito Corre_a	35	PhD	Medicine	1.1666	PLoS One	University of Southern California	Private	1810	6017	24375	24.2834437	Iran	-45.748056	-2.1638889	College Town	97				20.5	40.5	23.5	0.18	2.404861111	5	1	2	Fake
Sandra Hall	Decursin Isolated from Angelica gigas Nakai Rescues PC12 Cells from Amyloid __-Protein-Induced Neurotoxicity through Nrf2-Mediated Upregulation of Heme Oxygenase-1: Potential Roles of MAPK	Cytokine 33 (2006) 138e144	10.1002/ijc.28001	2011	02-Feb					4	Duplicated FACS plots, multiple cases	1	5/19/2016				1	Fang Liu	Ana Mendez	7	DDS	Urology	1.19	Genetics	University of Nebraska Medical Center	Private		1581	1300	23.2226075	Slovenia	-23	-12.095	Urban	193	43		37.4	88	90.8	13.8		1.790277778	5	2	2	Fake
Alexis Lowe	A novel function for p21Cip1 and acetyltransferase p/CAF as critical transcriptional regulators of TGFb-mediated breast cancer cell migration and invasion	Cytokine 26 (2004) 1-8	10.1371/journal.pone.0094830	1999	04-Apr					4	Duplicated blot	1	09-01-2014				1	Pascale Gerbaud	Kartiki V Desai	27	BS	reproductive biology	0.4285714	Immunopharmacology and Immunotoxicology	University of Michigan		1941	2832	30041	12.9932088	West Jerusalem	-42.335	-130.51111	Suburban	50					31.6			2.077083333	1	1	4	Fake
Tracy Villa	The deubiquitylase USP37 links REST to the control of p27 stability and cell proliferation	Infection, and Immunity, Oct. 2001, p. 6131Ð6139 Vol. 69, No. 10	10.1186/bcr3201	2010	04-Apr					7	Duplicated blot panels, multiple cases	1	06-03-2014				1	Ye Zeng	Alaattin Sen	12	MD, PhD	genetics	3.88	PloS One	Sun Yat sen University	Private	1209	3039	9408	24.2206517	United States	23.5597222	35.48222	Rural	47		53.7			92.4			2.404861111	0	0	2	Fake
Michelle Lee	Antimetastatic Potentials of Dioscorea nipponica on Melanoma In Vitro and In Vivo	Lung Cancer 69 (2010) 232Ð238	PMID: 9620397	2005	05-May					2		1	07-06-2016				1	Ji-Yong Zhou	Zhongfu Ni	35	MD	biology	2.09	endodontics	Inserm	National	1810	4314	56047	15.8432056	West Jerusalem	-50.081667	122.458056		68	38.7	84		72.4	56.7			2.159027778	3	3	1	Fake
Adam Ross	CXCR1 and CXCR2 are novel mechano-sensors mediating laminar shear stress-induced endothelial cell migration	Journal of Autoimmunity 24 (2005) 69-78	10.1016/j.cyto.2004.11.009	2001	08-Aug					4	duplicated microscopoy images	1	9/15/2014				1	Laura W. Schrum	Choo Hock Tan	2	PhD	Radiology	6.0714	microbiology	Chungbuk National University	National	1885	2270	42559	9.4	United States	42.9047222	90.1166667	Rural	47			16.1		48.5	10.9		32 : 68	1	3	1	Fake
Catherine Mann	DNA Methyltransferase Inhibitors Improve the Effect of Chemotherapeutic Agents in SW48 and HT-29 Colorectal Cancer Cells	Lung Cancer 73 (2011) 302Ð309	10.1128/IAI.00063-12	2003	mBio					3	Multiple cases of duplicated bands within same blot panel	1	7/22/2014				1	Jaeson Santos Calla-Choque	Emilia Galdiero	3	DDS	cellular biology	17.15	Journal of Biological Chemistry	Hannover Medical School	National	1810	11502	49000	6.163599542	Sweden	-37.739722	-116.415		39				57.5	100		0.09	37 : 63	3	3	0	Fake
Nancy Massey	A Neoplastic Gene Fusion Mimics Trans-Splicing of RNAs in Normal Human Cells	PLOS Pathogens, June 2013 | Volume 9 | Issue 6 | e1003445	10.1128/mBio.00495-12	2014	06-Jun					4	duplicated blots, different exposure?	1	6/15/2016				1	Nobuo Okahashi	Hwei-Tien Huang	31	MD	Forensic Medicine	0.4285714	Journal of Biological Chemistry	National Cheng-Kung University	Private		2942	30195	6.163599542	Ireland	-43.631944	-121.42972	College Town	163					56.7	29.9			0	1	1	Fake
Jennifer Mullen	Adenovirus-mediated overexpression of BMP-9 inhibits human osteosarcoma cell growth and migration through downregulation of the PI3K/AKT pathway	mBio 4(3): 2013	10.1128/IAI.01008-13	2001	07-Jul					5	Mirrored blot	1	05-12-2016				1	Gurbet Celik	Keith L. Kirkwood	22	DDS	BioChemistry	0.1	cancer biology	University of Cambridge		1869	4707	40036	20.0926217	England	-41.302778	0.13333333	Rural	76	77.8		17.1	25.3	48.5			2.363888889	2	3	1	Fake
Mr. Alex Thomas	Magnesium Lithospermate B, an Active Extract of Salvia miltiorrhiza, Mediates sGC/cGMP/PKG Translocation in Experimental Vasospasm	Int. J. Cancer: 132, 1940Ð1953 (2013)	10.1371/journal.pone.0069134	2011	mBio					7	Multiple cases of overlapping microscopy images	1	07-11-2016				1	Shuyu Ren	TV Patil  GC Kundu	5	BS	Civil and Environemtal Engineering	1.7	infection and immunity	University of Texas Medical Branch	Graduate		1200	51585	8.4801396	Iran	-33.9975	-3.8638889	College Town	90				72.4	56.7		0.29	39 : 61	0	0	0	Fake
Tiffany Thomas	Fur-Regulated Iron Uptake System of Edwardsiella ictaluri and Its Influence on Pathogenesis and Immunogenicity in the Catfish Host	PLOS Pathogens, August 2013 | Volume 9 | Issue 8 | e1003576	10.1128/IAI.73.3.1754Ð1763.2005	2004	07-Jul					7	Duplicated 0h microscopy images	1	09-05-2014				1	Mao-Lin Ho	B. Nowak	29	BS	Biochemistry	1.2	nature communications	Genome Institute of Singapore		1957	11357	30195	31.25	Singapore	-35.748333	-135.18056	Rural	3			13.3		28.3	13.4	0.09	2.609722222	0	2	0	Fake
William Butler	RAS promotes tumorigenesis through genomic instability induced by imbalanced expression of Aurora-A and BRCA2 in midbody during cytokinesis	PLOS Biology, April 2014 | Volume 12 | Issue 4 | e1001847	10.1128/IAI.00206-12	2004	03-Mar					3	Duplicated bands within same blot panel	1	1/14/2016				1	Nathalie Delgehyr	X.F. Steven Zheng	6	MD	Cardiovascular biology	2.66	biochemistry	National Heart, Lung, and Blood Institute		1451	1584	12597	0.64595745		-42.335	-121.53611	College Town	68					56.7	29.9		33 : 67	2	1	1	Fake
Dylan Campbell	Differential Effects of Collagen Prolyl 3-Hydroxylation on Skeletal Tissues	Int. J. Cancer: 132, 2270Ð2282 (2013)	10.1002/ijc.27627	2004	02-Feb					7	Multiple cases of shifted or rotated blot panels	1	01/26/2015				1	WEI YANG	En-Hua Wang	23	DDS	Civil and Environemtal Engineering	0.2352	Cytokine	University of Regensburg	Graduate	1817	1643	1349	9.36294834	Mexico	34.9191667	-150.98861	Urban	226				39.2	30			2.077083333	5	2	4	Fake
Nicholas Vaughan	Spreading Depression Triggers Headache by Activating Neuronal Panx1 Channels	Int. J. Cancer: 132, 2270Ð2282 (2013)	10.1016/j.lungcan.2009.10.010	2007	mBio					4	duplicated colony strip	1	11/25/2014				1	Mao-Lin Ho	Fu-ming Wang	22	BSc	genetics	0.66	nature	China Agricultural University	Governmental organization		676	18334	9.36294834	UK	-22.284167	76.6202778	Suburban	551				92.3	28.5			1.995138889	3	2	0	Fake
Angela Sosa	Augmentation of Epithelial Resistance to Invading Bacteria by Using mRNA Transfections	Cytokine 56 (2011) 245Ð255	10.1073/pnas.1310331110	1996	08-Aug					3	duplicated (negative) western blot	1	12-01-2015				1	Isao Hara	Keji Zhao	9	MD, PhD	Biochemistry	1.7	molucular biology	University of Michigan	National	1954	2199	33506	13.678945	Brazil	-59.8575	-147.32278	Urban	189					42.7	24.3		2.118055556	0	0	0	Fake
Holly Randall	STAT1 and STAT3 phosphorylation by porins are independent of JAKs but are dependent on MAPK pathway and plays a role in U937 cells production of interleukin-6	BMC Microbiology 2010	10.1128/IAI.73.3.1754Ð1763.2005	2013						4	Duplicated whole figure; very likely error	1	7/22/2014				1	Vicente Ramrez	Silvano Bosari	8	PhD	human genetics	2.777	Mycotoxin Research	University of Aberdeen		1848	1520	77500	15.1011524	Northern Ireland	34.718389	112.549167	College Town	123			10.1		79.3			2.240972222	3	2	0	Fake
Diane Garcia	Distribution of the Secondary Type III Secretion System Locus Found in Enterohemorrhagic Escherichia coli O157:H7 Isolates among Shiga Toxin-Producing E. coli Strains	Cancer Cell 23, 489Ð501, April 15, 2013	10.1038/onc.2013.184	2004				1		2	Duplicated set of images - most likely an error	1	04-12-2017				1	Doblin Sandai	Huangui Xiong	31	MD	biomedicine	4.07	BioMed Research International	University of Sheffield	Public	1742	419	1300	12.6458262	Argentina	-32.031944	89.4172222	College Town	226		13.3	83	99.7	34.5	12.4		2.445833333	2	1	2	Fake
Jordan Heath	Interplay of mevalonate and Hippo pathways regulates RHAMM transcription via YAP to modulate breast cancer cell motility	PLOS One, March 2014 | Volume 9 | Issue 3 | e92305	10.1371/journal.ppat.1003845	2014	08-Aug					3	Duplicated/mirrored bands, manipulated	1	03-07-2017				1	Fabio Sallustio	V Gopalakrishnan	25	DDS	MicroBiology	10.333	Hormone and Metabolic Research	University of Massachusetts	Public	1931	4016	51585	9.60629336	Netherlands	-39.6522222	-14.503889	Rural	123	15.2				28.3	16.3		36 : 64	3	1	1	Fake
Jason Moyer	Upregulation of tumor necrosis factor-alpha expression by trans10-cis12 conjugated linoleic acid enhances phagocytosis of RAW macrophages via a peroxisome proliferator-activated receptor gamma-dependent pathway	PLOS ONE, July 2013 | Volume 8 | Issue 7 | e69134, doi:10.1371/journal.pone.0069134	10.1073/pnas.1319190110	1998	04-Apr					3	Duplicated blot strips, stretched	1	4/21/2016				1	Yael Friedman-Levi	Yaozong Yuan	4	MD	Nephrology	2.421	Slovenian Veterinary Research	Nihon University	Private	1821	3052	33403	7.84	Sweden	41.0678	-80.732381		551		91.5		31.9	57.1	9	0.11	0.68402778	2	1	0	Fake
Michael Farmer	Cloning and Expression of the 44-Kilodalton Major Outer Membrane Protein Gene of the Human Granulocytic Ehrlichiosis Agent and Application of the Recombinant Protein to Serodiagnosis	Int. J. Cancer: 132, 90Ð100 (2013)	10.1016/j.cyto.2010.09.007	2004	02-Feb					7	Duplicated blot, lanes within blot	1	12-12-2014				1	Yushen Jiang	Aij-Lie Kwan	35	BSc	reproductive biology	7.4285	Molecular Medicine	Istanbul Gelisim University	Medical	2008	676	26814	9.04164011	Ireland	-55.703889	71.0727778	Urban	65					99.4		0.26	38 : 62	0	3	1	Fake
Brenda Bailey	__-Actinin TvACTN3 of Trichomonas vaginalis Is an RNA-Binding Protein That Could Participate in Its Posttranscriptional Iron Regulatory Mechanism	PLOS ONE, July 2013 | Volume 8 | Issue 7 | e68296, doi:10.1371/journal.pone.0068296	10.1038/onc.2014.22	2010	IAI					4	duplicated blot panel	1	01-06-2016				1	Wasia Rizwani	Choo Hock Tan	33	BSc	materials physics	6.095238095	pathobiology	National University of Ireland	National	1450	1581	43204	30.7564356	Iran	43.825	11.004769	Rural	65	29.8				47.9	7.8		1.790277778	5	3	4	Fake
Cody Adkins	RNA-seq Analysis of Host and Viral Gene Expression Highlights Interaction between Varicella Zoster Virus and Keratinocyte Differentiation	Infection, and Immunity, Oct. 2001, p. 6131Ð6139 Vol. 69, No. 10	PMID: 9620397	2011	IAI					5	Overlapping microscopy images, multiple cases	1	10/13/2016				1	Gayathri Chadalapaka	Belisario Enrique Fern¬ándezlypep	29	BS	Pharmacology	8.3	cancer cell	University of Massachusetts	Public		1520	0	16.3636364	United Kingdom	32.9736111	-101.65639	Rural	76	89.4		85.2	56.7	45.1	8.6	0.23	2.527777778	3	0	1	Fake
